,0,pp_tag,pp_descr,1
363,I saw the man with the baby.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the baby] .,I-ARG1
364,I saw the man with the sunglasses.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the sunglasses] .,I-ARG1
365,I saw the man with the clothes.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the clothes] .,I-ARG1
366,I saw the man with the scarf.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the scarf] .,I-ARG1
367,I saw the man with the bottle.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the bottle] .,I-ARG1
368,I saw the man with the pistols.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the pistols] .,I-ARG1
369,I saw the man with the teeth.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the teeth] .,I-ARG1
370,I saw the man with the torch.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the torch] .,I-ARG1
371,I saw the man with the rifle.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the rifle] .,I-ARG1
372,I saw the man with the shoes.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the shoes] .,I-ARG1
373,I saw the man with the axe.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the axe] .,I-ARG1
374,I saw the man with the spear.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the spear] .,I-ARG1
375,I saw the man with the needle.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the needle] .,I-ARG1
376,I saw the man with the boots.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the boots] .,I-ARG1
377,I saw the man with the glass.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the glass] .,I-ARG1
378,I saw the man with the shoes.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the shoes] .,I-ARG1
379,I saw the man with the hat.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the hat] .,I-ARG1
380,I saw the man with the notebook.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the notebook] .,I-ARG1
381,I saw the man with the hair.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the hair] .,I-ARG1
382,I saw the man with the pistols.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the pistols] .,I-ARG1
383,I saw the man with the medal.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the medal] .,I-ARG1
384,I saw the man with the cigar.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the cigar] .,I-ARG1
385,I saw the man with the bike.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the bike] .,I-ARG1
386,I saw the man with the eyes.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the eyes] .,I-ARG1
387,I saw the man with the mustache.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the mustache] .,I-ARG1
388,I saw the man with the goggles.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the goggles] .,I-ARG1
389,I saw the man with the arrow.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the arrow] .,I-ARG1
390,I saw the man with the wallet.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the wallet] .,I-ARG1
391,I saw the man with the book.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the book] .,I-ARG1
392,I saw the man with the body.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the body] .,I-ARG1
393,I saw the man with the microphone.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the microphone] .,I-ARG1
394,I saw the man with the beard.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the beard] .,I-ARG1
395,I saw the man with the notebook.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the notebook] .,I-ARG1
396,I saw the man with the mask.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the mask] .,I-ARG1
397,I saw the man with the scarf.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the scarf] .,I-ARG1
398,I saw the man with the clothes.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the clothes] .,I-ARG1
399,I saw the man with the arrow.,"['B-ARG0', 'B-V', 'B-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'I-ARG1', 'O']",[ARG0: I] [V: saw] [ARG1: the man with the arrow] .,I-ARG1
